0.05	2.0901370162556660	2.0901139252766470	5.5750281727328647E-002		
0.1	2.2049874209145757	2.2057229020140280	0.12368105954268083
0.15	2.3196738089115585	2.3204817286958700	0.20685202966788607
0.2	2.4326355503740342	2.4341886193108060	0.31201393988188508
0.3	2.7151415359233610	2.7166894216792570	0.59507105587853837
0.4	3.0068698635484340	3.0066065668395265	1.01753360560000020
0.5	3.3215641386550290	3.3219826800511020	1.64935994500000001
0.6	3.6461119683807555	3.6448269847521550	2.57237254140000010
0.7	3.9808164261160750	3.9785426320573400	4.00885249169999999
0.8	4.3147474695174210	4.3106014285724426	6.25190450320000057
0.9	4.6117349722342590	4.6061215802865190	9.71517022090442420
0.95	4.7404576398928090	4.7293319304851470	11.7629632276558490	
