           1  -63.483169643876394       -2.9797513399993331E-002  -21774.727187849603       -10.220547096197713     
           2  -63.709971142355997       -3.0962606591675580E-002  -21852.520101828108       -10.620174060944723     
           3  -63.951085482600213       -3.2217614542074988E-002  -21935.222320531873       -11.050641787931720     
           4  -64.146612260700095       -3.3137615011771378E-002  -22002.288005420134       -11.366201949037583     
           5  -64.311919148341417       -3.3904159647927992E-002  -22058.988267881105       -11.629126759239302     
           6  -64.446304897604662       -3.4484383702790125E-002  -22105.082579878399       -11.828143610057012     
           7  -64.536223719299670       -3.4880753836015403E-002  -22135.924735719786       -11.964098565753282     
           8  -64.647358857509147       -3.5291828472467431E-002  -22174.044088125636       -12.105097166056328     
           9  -64.787365095103141       -3.5924444299436725E-002  -22222.066227620377       -12.322084394706797     
          10  -64.925081380733403       -3.6482284112406622E-002  -22269.302913591557       -12.513423450555472     
          11  -64.954173626045218       -3.6485161911770765E-002  -22279.281553733512       -12.514410535737372     
          12  -64.988702384081634       -3.6552322752263951E-002  -22291.124917739999       -12.537446704026536     
          13  -64.972879449806655       -3.6487174574518909E-002  -22285.697651283681       -12.515100879059986     
          14  -65.020553411194498       -3.6690451033851594E-002  -22302.049820039712       -12.584824704611096     
          15  -65.031795632475635       -3.6764835637457458E-002  -22305.905901939142       -12.610338623647909     
          16  -65.127743514049484       -3.7290900618940123E-002  -22338.816025318974       -12.790778912296462     
          17  -65.113055907541820       -3.7108951023058431E-002  -22333.778176286844       -12.728370200909042     
          18  -65.232561222803426       -3.7442379089081698E-002  -22374.768499421574       -12.842736027555024     
          19  -65.237905810300106       -3.7358723055230629E-002  -22376.601692932934       -12.814042007944106     
          20  -65.317870801064856       -3.7564876454864879E-002  -22404.029684765246       -12.884752624018654     
          21  -65.367769532516107       -3.7823868694375304E-002  -22421.144949653026       -12.973586962170728     
          22  -65.273942810708817       -3.7420285686282723E-002  -22388.962384073122       -12.835157990394974     
          23  -65.270492337631708       -3.7433732841695926E-002  -22387.778871807674       -12.839770364701703     
          24  -65.308159197264445       -3.7485872740036952E-002  -22400.698604661702       -12.857654349832675     
          25  -65.340271446549693       -3.7647470057097565E-002  -22411.713106166546       -12.913082229584464     
